qc_id,objectid,region_nam,parent_cod,district,code,mahalla_no,shape_leng,shape_area,mfy_id,social_dat,social_d_1,social_d_2,social_d_3,social_d_4,social_d_5,social_d_6,social_d_7,social_d_8,social_d_9,social_d10,social_d11,social_d12,social_d13,population,area,density,NDVI_mean,NDVI_mean_1
396,833,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Parvoz MFY,0.041770461,8.28E-05,23090019,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ПАРУАЗ,1735,1735236,520,436,888,179,12,16,121,51,509,"1,211",757420.0259,1.60E-06,1517.114502,0.15171145
397,834,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Sarishung‘il OFY,0.758695163,0.006734182,23090021,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,САРИШУНГУЛ,1735,1735236,995,856,"1,784",245,22,40,200,193,"1,084","2,384",61584593.77,3.87E-08,2874.055664,0.287405566
398,835,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Tutzor MFY,0.050292341,9.70E-05,23090024,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ТУТЗАР,1735,1735236,598,483,"1,005",182,13,9,141,91,569,"1,394",886695.6404,1.57E-06,1875.502563,0.187550256
417,854,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Aral MFY,0.0493432,0.000102385,23050001,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,АРАЛ,1735,1735222,206,195,390,170,7,1,41,36,135,519,915988.358,0.000566601,1367.538452,0.136753845
401,838,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Jayxun SHFY,0.153153139,0.000652953,23090004,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ЖАЙХУН ПФЙ,1735,1735236,868,734,"1,388",284,8,19,140,159,778,"1,912",5968275.078,3.20E-07,1913.519409,0.191351941
402,839,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Jana Qo‘ng‘irot MFY,0.08905357,0.000257601,23090005,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ЖАНКОНЫРАТ,1735,1735236,676,580,"1,235",236,31,28,121,93,726,"1,701",2355649.447,7.22E-07,2282.148193,0.228214819
404,841,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Kunnuri MFY,0.092361961,0.000349302,23090011,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,КУННУРЫ,1735,1735236,838,740,"1,519",237,15,19,188,159,901,"1,998",3194714.611,6.25E-07,1588.92041,0.158892041
405,842,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Tinchlik MFY,0.035019669,6.60E-05,23090025,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ТИНИШЛИК,1735,1735236,457,402,789,169,17,7,66,62,468,"1,080",603916.7557,1.79E-06,1382.530762,0.138253076
420,857,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Jayxun MFY,0.070061154,0.000174058,23050004,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,ЖАЙХУН,1735,1735222,331,297,637,245,6,8,46,99,233,884,1557315.627,0.000567643,1281.71582,0.128171582
406,843,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Juzimzar MFY,0.032742438,4.54E-05,23090007,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ЖУЗИМЗАР,1735,1735236,350,291,563,128,15,7,64,58,291,789,415417.9145,0.001899292,1326.336304,0.13263363
407,844,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Boyterak MFY,0.034018738,6.11E-05,23090002,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,БАЙТEРEК,1735,1735236,429,388,665,134,16,9,84,25,397,910,558671.8342,0.001628863,1427.956177,0.142795618
408,845,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Navro‘z MFY,0.050454941,8.60E-05,23090016,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,НАВРЎЗ,1735,1735236,484,379,836,158,10,16,127,50,475,"1,117",786340.8427,1.42E-06,1722.487305,0.17224873
409,846,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Nurliyo‘l MFY,0.033861866,5.54E-05,23090017,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,НУРЛЫ ЖОЛ,1735,1735236,626,502,"1,046",156,15,33,137,76,629,"1,475",506854.4705,2.91E-06,1312.257813,0.131225781
410,847,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Janajap OFY,0.516678925,0.005689458,23090006,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ЖАНАЖАП,1735,1735236,599,541,"1,050",216,10,17,78,127,602,"1,390",52052190.45,2.67E-08,2792.302734,0.279230273
411,848,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Tik ozek OFY,0.814679698,0.018069272,23050010,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,ТИК ОЗEК,1735,1735222,166,163,384,117,11,5,33,51,167,486,161814546.5,3.00E-06,1551.47998,0.155147998
412,849,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Bozataw OFY,2.651084769,0.145005416,23050002,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,БОЗАТАУ,1735,1735222,356,332,761,212,6,10,36,130,367,982,1303197764,7.54E-07,1739.676758,0.173967676
413,850,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Qiziljar OFY,1.268675325,0.036633823,23050006,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,КИЗИЛЖАР,1735,1735222,255,230,468,159,6,4,47,71,181,633,330204104.4,1.92E-06,2066.188477,0.206618848
414,851,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Madeli OFY,9.381702201,2.581824835,23050007,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,МАДEЛИ,1735,1735222,410,358,830,252,7,12,17,155,387,"1,070",22821421849,4.69E-11,654.8978882,0.065489789
415,852,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Qazaqdariy OFY,6.332933919,1.415936354,23050005,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,КАЗАХ ДАРЬя,1735,1735222,388,368,740,216,6,17,61,95,345,966,12609701435,7.66E-08,967.8748779,0.096787488
416,853,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Hakim ata OFY,1.013639047,0.031574244,23050012,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,ХАКИМ ОТА,1735,1735222,192,179,354,98,4,1,30,60,161,475,284622958.5,1.67E-06,1913.162231,0.191316223
418,855,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Uchsay OFY,0.806789502,0.020331566,23050011,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,УЧ САЙ,1735,1735222,145,129,331,138,2,3,16,35,137,421,181864371.2,2.31E-06,1794.696655,0.179469666
419,856,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Moynaq MFY,0.074729302,0.000324204,23050008,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,МОЙНАК,1735,1735222,274,243,551,196,6,11,44,70,224,753,2901212.948,0.000259547,1344.619751,0.134461975
421,858,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Talli ozek MFY,0.080554263,0.000347011,23050009,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,ТАЛЛЫ ОЗEК,1735,1735222,307,293,628,216,8,11,53,81,259,811,3103985.247,0.000261277,1222.421265,0.122242126
422,859,Qoraqalpog'iston Respublikasi,1735,Mo'ynoq tumani,1735222,Dosliq MFY,0.112701106,0.000645196,23050003,QORAQALPOG'ISTON RESPUBLIKASI,Mo'YNOQ tuman,ДОСЛЫК,1735,1735222,336,301,632,251,8,6,52,55,260,836,5769607.201,0.000144897,1182.188721,0.118218872
