qc_id,objectid,region_nam,parent_cod,district,code,mahalla_no,shape_leng,shape_area,mfy_id,social_dat,social_d_1,social_d_2,social_d_3,social_d_4,social_d_5,social_d_6,social_d_7,social_d_8,social_d_9,social_d10,social_d11,social_d12,social_d13,population,area,density,NDVI_mean,NDVI_mean_1
379,816,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Ak.S.Kamalov OFY,0.555092047,0.013504513,23140002,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,АКАДEМИК САБЫР КАМАЛОВ,1735,1735211,620,560,"1,139",327,8,35,61,207,501,"1,474",122466968.4,1.20E-08,2834.304932,0.283430493
380,817,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Qo‘ybоq OFY,4.023201958,0.470130319,23140010,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,КОЙБАК,1735,1735211,134,126,261,77,1,10,11,45,117,337,4294641776,7.85E-08,1132.213379,0.113221338
71,508,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Paxtaobod OFY,0.569559406,0.010864034,23080024,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ПАХТАЧИ,1735,1735233,886,880,"1,259",332,13,20,370,487,37,"1,707",100138334.1,1.70E-08,1659.929077,0.165992908
237,674,Qoraqalpog'iston Respublikasi,1735,Taxtako`pir tumani,1735230,Qostruba MFY,0.176560223,0.000453669,23070013,QORAQALPOG'ISTON RESPUBLIKASI,Taxtako'pir tuman,КОСТРУБА,1735,1735230,70,65,119,50,0,4,8,42,15,151,4083043.312,3.70E-05,1463.223511,0.146322351
73,510,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Bog‘yop MFY,0.02911798,4.38E-05,23080004,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,БОҒ ЁП,1735,1735233,243,214,250,128,10,3,47,37,25,419,405434.2158,0.00103346,1390.533203,0.13905332
84,521,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Hakim-ata MFY,0.064473429,0.000156248,23150037,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ХАКИМ-АТА,1735,1735215,395,346,728,235,7,10,17,75,384,988,1413914.113,0.000698769,1998.714844,0.199871484
74,511,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Gulabad MFY,0.034972174,4.70E-05,23150008,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ГУЛАБАД,1735,1735215,212,167,317,108,2,4,12,12,179,451,425814.9573,0.001059146,1507.547607,0.150754761
248,685,Qoraqalpog'iston Respublikasi,1735,Kegeyli tumani,1735212,Baxitli MFY,0.09663288,0.000279793,23040004,QORAQALPOG'ISTON RESPUBLIKASI,KEGEYLI tuman,БАХЫТЛЫ,1735,1735212,571,523,871,264,9,20,146,171,261,"1,203",2547498.261,4.72E-07,2536.67749,0.253667749
75,512,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Bostan MFY,0.053029233,9.39E-05,23150007,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,БОСТАН,1735,1735215,261,217,419,119,8,7,15,32,238,602,850248.8674,0.000708028,1744.838989,0.174483899
254,691,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Shig‘is MFY,0.046224789,0.000106769,23170061,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,6-ШЫГЫС,1735,1735401,168,161,249,102,2,7,6,23,109,361,975335.5213,0.000370129,1700.060059,0.170006006
76,513,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Turan MFY,0.037675463,7.02E-05,23150034,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ТЎРАН,1735,1735215,187,164,339,117,2,2,15,15,188,452,635459.0694,0.000711297,1765.752441,0.176575244
77,514,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Temir jol MFY,0.022622117,2.95E-05,23150033,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ТEМИР ЖОЛ,1735,1735215,213,162,314,86,4,3,17,6,198,436,267229.4253,0.001631557,2178.554688,0.217855469
78,515,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Navoiy MFY,0.027408333,3.62E-05,23150026,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,НАУАЙЫ,1735,1735215,203,160,321,99,3,5,21,4,189,453,327460.7493,0.001383372,1395.203247,0.139520325
79,516,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Jinishke MFY,0.043775124,0.000118799,23150011,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ЖEНИШКE,1735,1735215,385,320,681,234,6,14,16,43,368,914,1075195.272,0.000850078,1876.498291,0.187649829
80,517,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Berdax MFY,0.066944637,0.000123736,23150006,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,БEРДАК,1735,1735215,325,284,581,148,3,8,40,49,333,797,1119555.879,0.000711889,2105.765381,0.210576538
381,818,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Kutli makan MFY,0.094999654,0.000307773,23140012,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,КУТЛИ МАКАН,1735,1735211,610,564,"1,150",433,9,13,121,184,390,"1,523",2786740.424,5.47E-07,2636.168457,0.263616846
81,518,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Monshaqli MFY,0.066411214,0.000130165,23150024,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,МОНШАКЛЫ,1735,1735215,405,339,744,159,9,13,38,53,472,"1,000",1177845.957,8.49E-07,1968.390869,0.196839087
82,519,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qаnli OFY,0.490490346,0.006516055,23150012,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КАНЛЫ,1735,1735215,591,503,"1,166",323,10,18,28,149,638,"1,556",58991750.13,2.64E-08,2647.226074,0.264722607
382,819,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,A.Dosnazarov OFY,0.585678281,0.010007719,23140001,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,АЛЛАяР ДОСНАЗАРОВ,1735,1735211,625,557,"1,178",363,22,40,70,230,453,"1,550",90887819.39,1.71E-08,2877.539063,0.287753906
83,520,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Xаnjap MFY,0.051806094,0.000126116,23150038,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ХАНЖАП,1735,1735215,329,286,570,169,11,14,13,35,328,795,1141203.908,0.000696633,2143.541016,0.214354102
339,776,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Kiyat MFY,0.056263029,0.000152948,23020017,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ЛОЛАЗОР,1735,1735207,883,869,"1,467",389,35,9,378,337,319,"1,964",1414454.048,1.39E-06,2613.938477,0.261393848
85,522,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qo‘ng‘irot MFY,0.0555976,0.000118692,23150018,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КОНЫРАТ,1735,1735215,387,344,624,197,11,5,28,39,344,827,1074345.476,0.000769771,1458.911133,0.145891113
86,523,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Kiet OFY,0.296882948,0.003072614,23150016,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КИEТ,1735,1735215,447,393,819,255,6,12,31,81,434,"1,081",27795273.35,3.89E-08,2674.0625,0.26740625
87,524,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Almazar MFY,0.097704193,0.000436867,23150004,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,АЛМАЗАР,1735,1735215,456,383,844,225,11,10,40,82,476,"1,113",3955510.598,2.81E-07,2033.947021,0.203394702
88,525,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Taraqli MFY,0.094553596,0.000283292,23150032,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ТАРАКЛЫ,1735,1735215,366,298,616,145,9,7,39,53,363,836,2564503.118,0.000325989,1860.616821,0.186061682
312,749,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Jolshilar MFY,0.08741048,0.000448182,23170031,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,22-ЖОЛШЫЛАР,1735,1735401,500,450,885,270,6,8,61,114,426,"1,209",4091833.532,2.95E-07,1368.37146,0.136837146
89,526,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Azatliq MFY,0.052656416,0.000107947,23150003,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,АЗАТЛЫК,1735,1735215,260,194,451,109,10,6,18,18,290,592,977166.9174,0.000605833,1676.554932,0.167655493
90,527,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Adebiyat OFY,0.5264892,0.006528609,23150001,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,АДEБИяТ,1735,1735215,451,412,836,207,10,13,8,95,503,"1,069",59108306.78,1.81E-08,2603.289551,0.260328955
91,528,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qipshaq OFY,1.916590214,0.076673427,23150021,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КЫПШАК,1735,1735215,268,243,518,125,8,6,18,55,306,680,692780825.6,9.82E-07,1923.893188,0.192389319
92,529,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Miynetabad OFY,0.678921908,0.008668354,23150023,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,МИЙНEТАБАД,1735,1735215,535,439,"1,010",271,6,11,45,99,578,"1,372",78385110.88,1.75E-08,2807.44751,0.280744751
93,530,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Rаwshаn OFY,1.340886572,0.028676695,23150028,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,РАУШАН,1735,1735215,404,345,705,131,2,12,37,44,479,939,258743121.3,3.63E-06,1883.098511,0.188309851
94,531,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Ustyurt OFY,2.239684113,0.032643983,23150036,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,УСТУРТ,1735,1735215,368,320,668,146,2,7,29,90,394,872,295158016,2.95E-06,1555.382324,0.155538232
95,532,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Xorezm OFY,0.678359156,0.016010793,23150039,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ХОРEЗМ,1735,1735215,397,361,765,200,4,10,34,74,443,"1,008",145276198.2,6.94E-09,2747.672119,0.274767212
96,533,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Turkiston MFY,0.110983701,0.000339483,23150035,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ТУРКИСТОН,1735,1735215,605,514,"1,136",297,13,13,55,130,628,"1,503",3072548.685,4.89E-07,2519.355225,0.251935522
313,750,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Xalqlar do‘stligi MFY,0.06029034,0.000123427,23170058,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,5-ХАЛЫКЛАР ДОСЛЫГЫ,1735,1735401,270,227,313,107,7,9,19,19,152,475,1127636.539,0.000421235,1449.824829,0.144982483
97,534,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qumbiz MFY,0.0849654,0.000221037,23150020,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ҚумБЫЗ,1735,1735215,469,384,857,185,5,11,36,88,532,"1,153",1999574.395,5.77E-07,2173.068848,0.217306885
98,535,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qashi MFY,0.047517007,0.000102832,23150015,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КАШЫ,1735,1735215,303,245,530,125,4,4,24,36,337,709,930613.3191,0.000761863,2435.916748,0.243591675
110,547,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Sanaat MFY,0.081179966,0.000304102,23150029,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,САНААТ,1735,1735215,285,255,488,155,7,2,19,39,266,660,2752214.317,0.000239807,1628.747681,0.162874768
111,548,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Ajiniyaz OFY,0.551470309,0.01253911,23150002,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,АЖИНИяЗ,1735,1735215,355,284,677,177,15,7,40,99,339,930,113616103.8,8.19E-06,2978.646484,0.297864648
112,549,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qon'irot OFY,0.408558933,0.004780456,23150019,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КОНЫРАТ ОФЙ,1735,1735215,380,324,557,213,9,7,15,64,249,801,43305101.22,1.85E-05,2759.998779,0.275999878
99,536,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Kok-darya OFY,0.45269835,0.006983685,23150017,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КУК-ДАРЬя,1735,1735215,219,192,422,105,11,2,6,63,235,575,63104313.24,9.11E-06,2686.238525,0.268623853
100,537,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,O'rnek OFY,0.244698615,0.002108548,23150027,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ОРНEК,1735,1735215,526,465,970,290,8,14,17,72,569,"1,263",19085618.55,6.62E-08,2911.085205,0.291108521
101,538,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Jаsliq ShFY,7.825992007,2.301635028,23150010,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ЖАСЛЫК,1735,1735215,171,155,220,77,3,1,11,32,96,324,20337700418,1.59E-08,1082.287598,0.10822876
102,539,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qoraqalpog‘iston SHFY,13.08128362,5.14993497,23150013,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КАРАКАЛПАКСТАН ПФЙ,1735,1735215,121,104,154,54,5,2,9,23,61,232,46561746171,4.98E-09,958.3847046,0.09583847
103,540,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Elabad SHFY,2.633627471,0.178808715,23150009,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ЭЛАБАД,1735,1735215,48,47,47,31,1,1,0,0,14,84,1620177396,5.18E-08,1011.992493,0.101199249
104,541,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Suwеnli OFY,0.59199285,0.013651025,23150030,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,СУУЭНЛИ,1735,1735215,317,269,620,151,8,16,10,61,374,800,123749665.8,6.46E-06,2738.2229,0.27382229
105,542,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qiriq-qiz SHFY,6.332846159,0.588359337,23150022,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КЫРЫК-КЫЗ,1735,1735215,28,27,36,18,1,0,0,2,15,54,5318832857,1.02E-08,782.3652954,0.07823653
106,543,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Altinko'l MFY,0.070834867,0.000106276,23150005,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,АЛЬТЫНКУЛ,1735,1735215,346,290,646,163,4,5,38,46,390,866,961551.2033,0.000900628,2146.98584,0.214698584
340,777,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Markaziy MFY,0.039438222,5.82E-05,23020019,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,МАХТУМКУЛИ,1735,1735207,883,817,"1,459",468,27,13,390,346,215,"1,973",538630.3007,3.66E-06,1538.026855,0.153802686
107,544,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Qaratal MFY,0.100106107,0.000344868,23150014,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,КАРАТАЛ,1735,1735215,491,396,936,171,3,11,48,95,608,"1,246",3119709.912,3.99E-07,2668.128174,0.266812817
341,778,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Maxtimkuli OFY,0.366298167,0.003713657,23020020,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,МУСТАҚИЛЛИК,1735,1735207,606,588,"1,063",419,13,3,196,216,216,"1,373",34281496.62,4.01E-08,2669.72168,0.266972168
342,779,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Navoiy MFY,0.035893591,6.90E-05,23020022,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,НАВОИЙ ОФЙ,1735,1735207,949,947,"1,490",372,27,12,420,241,418,"2,028",637833.9284,3.18E-06,1762.794922,0.176279492
108,545,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Talliq MFY,0.054761075,0.000148465,23150031,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,ТАЛЛЫК,1735,1735215,410,345,760,199,7,8,53,65,428,"1,019",1343669.208,7.58E-07,2012.475952,0.201247595
265,702,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Aqjag‘is MFY,0.058520739,0.000171703,23170002,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,41-АК ЖАГЫС,1735,1735401,608,510,948,294,10,23,54,84,483,"1,349",1568811.411,8.60E-07,1555.280396,0.15552804
109,546,Qoraqalpog'iston Respublikasi,1735,Qo‘ng‘irot tumani,1735215,Minjarg‘an MFY,0.059983955,0.000180402,23150025,QORAQALPOG'ISTON RESPUBLIKASI,Qo'NG'IROT tuman,МЫНЖАРГАН,1735,1735215,366,298,605,184,5,14,33,61,308,855,1632501.673,0.000523736,2221.295166,0.222129517
113,550,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Konshi MFY,0.089544023,0.000390506,23100012,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,КОНШИ,1735,1735240,722,684,"1,238",332,11,21,149,249,476,"1,653",3542722.348,4.67E-07,2340.4021,0.23404021
114,551,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Temir jol guzari MFY,0.076686885,0.000266297,23100021,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ТEМИР ЖОЛ ГУЗАРЫ,1735,1735240,723,684,"1,158",333,20,24,184,147,450,"1,582",2415358.499,6.55E-07,2420.238037,0.242023804
115,552,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Qara ko'l MFY,0.083559409,0.000224613,23100009,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,КАРАКОЛЬ,1735,1735240,894,813,"1,415",378,27,25,218,292,475,"1,985",2036951.689,9.74E-07,2290.217041,0.229021704
344,781,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Navruz MFY,0.024445224,3.51E-05,23020024,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,НАЙМАН,1735,1735207,908,888,"1,513",685,34,3,364,340,87,"2,041",324367.4932,6.29E-06,1543.563477,0.154356348
116,553,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Berdax MFY,0.055203796,0.000105037,23100003,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,БEРДАХ,1735,1735240,462,432,722,181,18,14,110,93,306,995,952479.7263,0.001044642,1985.68811,0.198568811
119,556,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Shaxtemir MFY,0.061828096,0.000178597,23100022,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ШАХТEМИР,1735,1735240,373,345,608,159,18,11,105,61,254,821,1619893.566,0.000506823,2357.343262,0.235734326
267,704,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Tinishliq MFY,0.053623561,0.000113435,23170056,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,8-ТЫНЫШЛЫК,1735,1735401,374,320,566,192,9,10,31,35,289,827,1036342.274,0.000797999,1560.320801,0.15603208
117,554,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Ko'kshi qala MFY,0.078380293,0.000179948,23100011,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,КОҚШИ КАЛА,1735,1735240,655,596,"1,024",226,11,31,209,186,361,"1,413",1631611.874,8.66E-07,2033.45813,0.203345813
118,555,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Jipek jol MFY,0.052362254,0.000127324,23100007,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ЖИПEК ЖОЛЫ,1735,1735240,693,576,"1,056",269,16,35,124,119,493,"1,544",1154634.627,1.34E-06,1488.68396,0.148868396
345,782,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Paxtakor MFY,0.019352854,2.31E-05,23020030,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,САРАЙКУЛ,1735,1735207,580,576,773,255,14,11,177,138,178,"1,107",213712.2427,5.18E-06,1538.369141,0.153836914
120,557,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Dosliq MFY,0.1119438,0.000526425,23100006,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ДОСЛЫК,1735,1735240,691,615,"1,215",245,16,29,149,252,524,"1,638",4774901.096,3.43E-07,2522.671143,0.252267114
135,572,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Boy ovul MFY,0.041945385,8.09E-05,23010009,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БОЙ ОВУЛ,1735,1735204,537,458,847,224,25,12,44,70,472,"1,192",743624.8144,1.60E-06,1658.562012,0.165856201
121,558,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Gujimli MFY,0.095866608,0.000227209,23100004,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ГУЖИМЛИ,1735,1735240,566,516,951,221,3,22,182,168,355,"1,275",2059881.74,6.19E-07,2948.897949,0.294889795
139,576,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,To‘lqin OFY,0.384594336,0.003835391,23010038,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ТЎЛҚИН,1735,1735204,"1,238","1,141","2,291",475,23,83,88,444,"1,178","3,003",35203839.52,8.53E-08,3129.812256,0.312981226
140,577,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Oq oltin OFY,0.429334033,0.005666921,23010033,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ОҚ-ОЛТИН,1735,1735204,"1,139","1,009","2,224",511,23,64,93,317,"1,216","2,818",52053982.19,5.41E-08,2761.89209,0.276189209
141,578,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Bobur OFY,0.199071699,0.001095134,23010007,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,З.М.БОБУР,1735,1735204,601,527,"1,042",296,7,28,18,159,534,"1,379",10071428.77,1.37E-07,3151.130615,0.315113062
268,705,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Sarbinaz MFY,0.050205866,0.000135717,23170050,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,10-САРБИНАЗ,1735,1735401,356,299,513,172,7,10,37,29,258,737,1240199.664,0.000594259,2045.628906,0.204562891
269,706,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Navro‘z MFY,0.109332908,0.000494954,23170046,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,35-НАУРЫЗ,1735,1735401,578,506,961,235,9,35,81,55,546,"1,338",4527804.269,2.96E-07,1112.82605,0.111282605
122,559,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Orjap MFY,0.08211289,0.000315696,23100016,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ОРЖАП,1735,1735240,727,663,"1,126",278,12,21,166,270,379,"1,552",2862635.127,5.42E-07,2896.220459,0.289622046
142,579,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Beruniy MFY,0.044751619,8.85E-05,23010004,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БEРУНИЙ,1735,1735204,451,397,736,202,12,18,72,51,381,"1,029",812479.6707,1.27E-06,1616.561523,0.161656152
123,560,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Abat makan MFY,0.057438326,0.000103108,23100001,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,АБАТ МАКАН,1735,1735240,522,454,824,208,14,21,105,125,351,"1,166",934902.9036,1.25E-06,2619.9375,0.26199375
124,561,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Tazg‘ara OFY,0.664971071,0.01682806,23100020,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ТАЗГАРА,1735,1735240,648,620,"1,165",278,11,18,108,184,566,"1,559",152770561.2,1.02E-08,2742.428467,0.274242847
125,562,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Taza jol OFY,0.794085475,0.025304444,23100019,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ТАЗА ЖОЛ,1735,1735240,511,457,856,182,1,8,65,216,384,"1,205",228497263.9,5.27E-09,1827.994263,0.182799426
126,563,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Pashenttaw OFY,0.556950828,0.009742659,23100017,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ПАШEНТАУ,1735,1735240,314,302,515,103,9,3,75,161,164,724,88143742,8.21E-06,2703.940186,0.270394019
127,564,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Mayjap OFY,0.460310756,0.011228183,23100015,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,МАЙ ЖАП,1735,1735240,605,548,"1,086",289,14,27,87,251,418,"1,442",101618650.9,1.42E-08,2863.933105,0.286393311
128,565,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Qizil o'zek OFY,0.642860404,0.012371966,23100014,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,КЫЗЫЛ ОЗEК,1735,1735240,887,771,"1,407",274,18,20,141,411,543,"1,897",112172016.7,1.69E-08,2919.743408,0.291974341
